,name,activity,imagining,probability_A,probability_B,probability_C,probability_D,time_A,time_B,time_C,time_D,A_min,A_max,A_mean,A_std,B_min,B_max,B_mean,B_std,C_min,C_max,C_mean,C_std,D_min,D_max,D_mean,D_std,P_A_A,P_A_B,P_A_C,P_A_D,P_B_A,P_B_B,P_B_C,P_B_D,P_C_A,P_C_B,P_C_C,P_C_D,P_D_A,P_D_B,P_D_C,P_D_D,GEV_total,GEV_A,GEV_B,GEV_C,GEV_D,max_entropy,entropy,mc_entropy
108,P08,Successful,guided,0.18842105263157893,0.19694736842105262,0.3605263157894737,0.2541052631578947,7.159999999999999,7.484,13.7,9.656,0.012,0.1320000000000001,0.029833333333333344,0.01688704302778383,0.012,0.18800000000000014,0.03580861244019141,0.022925753315001986,0.012,0.2760000000000002,0.056378600823045306,0.04157303894071958,0.012,0.2480000000000002,0.04330044843049329,0.036703812069412006,0.8659217877094972,0.042458100558659215,0.04581005586592179,0.04581005586592179,0.028327097808658473,0.8882950293960449,0.059326563335114914,0.024051309460181722,0.017226277372262774,0.025693430656934305,0.929051094890511,0.02802919708029197,0.05263157894736842,0.018648984666390384,0.020721094073767096,0.9079983423124741,0.7918721867701346,0.05294211942227116,0.11152654326846598,0.41954600868238606,0.20785751539701147,2.0,1.948250346396645,0.5974128275188368
109,P08,Successful,self-guided,0.17973333333333333,0.20133333333333334,0.3818666666666667,0.23706666666666668,10.784,12.08,22.912,14.224,0.012,0.11600000000000008,0.02815665796344648,0.014211255837755662,0.012,0.16000000000000011,0.03605970149253733,0.022260252105299506,0.012,0.2480000000000002,0.05255045871559636,0.036346822290473625,0.012,0.25200000000000017,0.04297280966767373,0.036127449593905056,0.8579376854599406,0.03635014836795252,0.06083086053412463,0.0448813056379822,0.02781456953642384,0.8890728476821192,0.06291390728476821,0.02019867549668874,0.019032652348524533,0.030906233630172867,0.9240440020953379,0.026017111925964728,0.05343082114735658,0.01687289088863892,0.022778402699662543,0.9069178852643419,0.8099845150044269,0.05887329599672995,0.10877503815905881,0.46581069301917255,0.17652548782946567,2.0,1.9332438622335264,0.6084643991702313
110,P08,Training,guided,0.06508108108108109,0.2943783783783784,0.5967567567567568,0.04378378378378378,2.408,10.892,22.08,1.6199999999999997,0.012,0.08400000000000005,0.027678160919540232,0.01235815543732905,0.012,0.16800000000000012,0.035947194719471956,0.022505676226841787,0.012,0.4080000000000003,0.06921630094043892,0.057628582555731785,0.016,0.2880000000000002,0.0437837837837838,0.05606903810777953,0.8554817275747508,0.059800664451827246,0.07308970099667775,0.011627906976744186,0.013220712449504223,0.8887256702166728,0.09511568123393316,0.0029379360998898272,0.008334843268708099,0.0452980612429788,0.942380866098931,0.003986229389382134,0.012345679012345678,0.04197530864197531,0.037037037037037035,0.908641975308642,0.7644400770194669,0.019702560189452132,0.13438949888955656,0.5682683097960125,0.04207970814444573,2.0,1.4179555691709302,0.46948263398896256
111,P08,Training,self-guided,0.4842,0.2754,0.2188,0.0216,29.052,16.524,13.128,1.296,0.012,0.3160000000000002,0.06207692307692311,0.052675697675258974,0.012,0.1520000000000001,0.03331451612903227,0.020499750956584777,0.012,0.23600000000000018,0.048264705882352966,0.040945307009350514,0.012,0.04400000000000001,0.025920000000000006,0.007724868930926921,0.9355638166047088,0.047225664326036074,0.014043783560512184,0.0031667355087429436,0.0784313725490196,0.8799322198015008,0.038005325587024935,0.0036310820624546117,0.038086532602071906,0.04113345521023766,0.9171237050578915,0.003656307129798903,0.058823529411764705,0.05572755417956656,0.03715170278637771,0.848297213622291,0.7735831271428665,0.42418091533645097,0.13347063314625274,0.21386174872398014,0.0020698299361826583,2.0,1.6181722219926529,0.5109563672439995
112,P08,Slow,guided,0.35293617021276597,0.35438297872340424,0.14493617021276595,0.14774468085106382,16.588,16.656,6.811999999999999,6.943999999999999,0.012,0.18000000000000013,0.04544657534246577,0.028724301592386054,0.012,0.20400000000000015,0.05156656346749229,0.03535732323220895,0.008,0.17600000000000013,0.028742616033755285,0.017774644100605873,0.012,0.19600000000000015,0.032600938967136166,0.024020636649219655,0.9122045344910757,0.042450554751567775,0.02653159671972986,0.01881331403762663,0.060038424591738714,0.9224303554274735,0.007444764649375601,0.010086455331412104,0.04403992953611274,0.040516735173223725,0.8608338226658837,0.0546095126247798,0.022465437788018433,0.044930875576036866,0.055299539170506916,0.8773041474654378,0.7747962555296216,0.36362120748275306,0.2816273551372406,0.049569106778130145,0.07997858613149773,2.0,1.8721375704938548,0.587421277809115
113,P08,Slow,self-guided,0.3943333333333333,0.3722,0.116,0.11746666666666666,23.66,22.332,6.96,7.048,0.012,0.22000000000000017,0.04732000000000002,0.03440955681202538,0.012,0.2640000000000002,0.05041083521444699,0.03312692698056987,0.012,0.08000000000000004,0.025494505494505496,0.011167430692507026,0.012,0.10400000000000006,0.028885245901639354,0.014900872854459856,0.915469146238377,0.040743871513102284,0.025866441251056634,0.017920540997464075,0.06251119469819094,0.9206519792226402,0.007343722013254523,0.009493104065914384,0.05632183908045977,0.05172413793103448,0.843103448275862,0.04885057471264368,0.030096536059057353,0.06303236797274275,0.044860874503123226,0.8620102214650767,0.7998611518386952,0.4479242562329595,0.2865107267144979,0.023807569206547183,0.04161859968469064,2.0,1.7835379863430307,0.58621497536125
114,P08,Start,guided,0.10817021276595745,0.5789787234042553,0.09991489361702127,0.21293617021276595,5.084,27.211999999999996,4.696,10.008,0.012,0.16000000000000011,0.03530555555555556,0.022897500402693713,0.012,0.4960000000000004,0.08003529411764711,0.07196893889790215,0.012,0.1440000000000001,0.045153846153846176,0.0300904946756029,0.012,0.09600000000000006,0.029177842565597675,0.015495334725682082,0.8867033831628639,0.02832415420928403,0.040912667191188044,0.044059795436664044,0.005438777010142584,0.9500220490959871,0.004115831250918712,0.04042334264295164,0.04603580562659847,0.03154305200341006,0.9121909633418585,0.010230179028132993,0.021183053557154278,0.10631494804156674,0.009592326139088728,0.8629096722621903,0.7418862918705268,0.07694146244878479,0.5179874689268039,0.08566833123253197,0.06128902926240623,2.0,1.6107561294107158,0.47190603362840466
115,P08,Start,self-guided,0.4137391304347826,0.006260869565217392,0.4743478260869565,0.10565217391304348,19.032,0.288,21.82,4.86,0.012,0.19200000000000014,0.04365137614678902,0.03450445421234109,0.008,0.032,0.020571428571428574,0.0069045976991968985,0.012,0.21200000000000016,0.05913279132791332,0.038925768185019256,0.012,0.07600000000000004,0.025051546391752583,0.009905086826038075,0.9083648591845314,0.0014712063892391761,0.058638083228247165,0.031525851197982346,0.1111111111111111,0.8055555555555556,0.08333333333333333,0.0,0.05866177818515124,0.0010999083409715857,0.9323556370302475,0.007882676443629697,0.08896210873146623,0.0008237232289950577,0.06919275123558484,0.8410214168039539,0.820391641590671,0.3329413885621891,0.000755774089836781,0.46362076587572165,0.02307371306292345,2.0,1.4255797862191308,0.5016701186945097
116,P08,Fitness,guided,0.23167567567567568,0.5643243243243243,0.16605405405405405,0.03794594594594595,8.572,20.88,6.144,1.404,0.008,0.33200000000000024,0.04181463414634148,0.036241800155686114,0.012,0.3880000000000003,0.07879245283018874,0.06191502347346304,0.012,0.10000000000000006,0.031187817258883258,0.016216500145269628,0.012,0.05600000000000002,0.026000000000000006,0.009607096142763243,0.9047619047619048,0.04715219421101774,0.04481792717086835,0.0032679738562091504,0.02567049808429119,0.9492337164750958,0.01800766283524904,0.007088122605363984,0.043619791666666664,0.078125,0.8717447916666666,0.006510416666666667,0.011396011396011397,0.1225071225071225,0.019943019943019943,0.8461538461538461,0.7437509430780763,0.1678028659532349,0.513466986308339,0.05291945878757254,0.009561632028929925,2.0,1.5638167865663595,0.48127847349431474
117,P08,Fitness,self-guided,0.060333333333333336,0.051866666666666665,0.27213333333333334,0.6156666666666667,3.62,3.112,16.328,36.94,0.012,0.10400000000000006,0.027846153846153847,0.014476751409102354,0.008,0.2640000000000002,0.037047619047619065,0.03429907147219698,0.008,0.17600000000000013,0.029105169340463463,0.01704282092594787,0.012,0.32000000000000023,0.06943609022556396,0.05662710812135256,0.856353591160221,0.008839779005524863,0.1005524861878453,0.03425414364640884,0.02442159383033419,0.8920308483290489,0.03598971722365039,0.04755784061696658,0.014212202891448174,0.009311443273707424,0.8627787307032591,0.11369762313158539,0.005739036275040606,0.0040064970221981595,0.0478613968597726,0.9423930698429887,0.7713552613213502,0.019511406231012964,0.0443000918212382,0.11034014490091823,0.5972036183681808,2.0,1.4076175197960863,0.4922678997044158
