,name,activity,imagining,probability_A,probability_B,probability_C,probability_D,time_A,time_B,time_C,time_D,A_min,A_max,A_mean,A_std,B_min,B_max,B_mean,B_std,C_min,C_max,C_mean,C_std,D_min,D_max,D_mean,D_std,P_A_A,P_A_B,P_A_C,P_A_D,P_B_A,P_B_B,P_B_C,P_B_D,P_C_A,P_C_B,P_C_C,P_C_D,P_D_A,P_D_B,P_D_C,P_D_D,GEV_total,GEV_A,GEV_B,GEV_C,GEV_D,max_entropy,entropy,mc_entropy
48,P25,Successful,guided,0.23905263157894738,0.34378947368421053,0.1563157894736842,0.2608421052631579,9.084,13.064,5.94,9.912,0.012,0.21600000000000016,0.04091891891891893,0.027563239370528105,0.012,0.1520000000000001,0.04173801916932909,0.0257537191440466,0.012,0.08000000000000004,0.027887323943661977,0.011418890487909622,0.012,0.1360000000000001,0.0427241379310345,0.022707125650141647,0.9022457067371202,0.02774108322324967,0.03963011889035667,0.03038309114927345,0.035211267605633804,0.9041641151255358,0.02878138395590937,0.03184323331292101,0.04107744107744108,0.06262626262626263,0.8565656565656565,0.03973063973063973,0.018167137666532097,0.06338312474767864,0.011707710940654016,0.9067420266451353,0.8143491512690799,0.18831105256574762,0.4274132515759654,0.034002643652225766,0.16462220347514125,2.0,1.9473602257960811,0.6294566235284255
49,P25,Successful,self-guided,0.23246666666666665,0.34486666666666665,0.1308,0.29186666666666666,13.948,20.692,7.848,17.512,0.012,0.20400000000000015,0.039965616045845295,0.028454738975770416,0.012,0.2920000000000002,0.04284057971014495,0.027933918051676308,0.012,0.09200000000000005,0.026513513513513515,0.012020526636890579,0.012,0.18800000000000014,0.04229951690821258,0.026557151019979994,0.899913966160023,0.022368798394034987,0.038715227989675936,0.039002007456266134,0.037703016241299306,0.9068058778035576,0.022235112142304718,0.033255993812838364,0.04383282364933741,0.053516819571865444,0.8491335372069317,0.053516819571865444,0.015532206486980357,0.06852444038373687,0.010507080858839652,0.9054362722704431,0.8197527099742812,0.1746948012824675,0.41513755875025987,0.03355985802979029,0.19636049191176355,2.0,1.9213740646797575,0.6228576751825369
50,P25,Training,guided,0.30594594594594593,0.34183783783783783,0.12054054054054054,0.23167567567567568,11.32,12.648,4.46,8.572,0.012,0.22400000000000017,0.0477637130801688,0.039115255850134444,0.012,0.25600000000000017,0.04302040816326532,0.030011668793637293,0.012,0.06400000000000003,0.024916201117318442,0.009183949752395422,0.016,0.12800000000000009,0.03743231441048036,0.01936392459875353,0.9162544169611307,0.024381625441696114,0.0303886925795053,0.028975265017667843,0.03984819734345351,0.9070208728652751,0.021505376344086023,0.031625553447185324,0.051121076233183856,0.06726457399103139,0.8394618834080717,0.042152466367713005,0.025210084033613446,0.0700280112044818,0.011204481792717087,0.8935574229691877,0.8375772840693448,0.2558011783696979,0.41862980463829347,0.025585588957430776,0.13756071210392273,2.0,1.9088639214991425,0.6195097657044998
51,P25,Training,self-guided,0.2727333333333333,0.3346,0.13473333333333334,0.25793333333333335,16.364,20.076,8.084000000000001,15.476,0.012,0.25200000000000017,0.041115577889447245,0.0308030166985536,0.012,0.20000000000000015,0.040475806451612924,0.025009663845001185,0.012,0.07200000000000004,0.02495061728395062,0.010194892493415217,0.012,0.18400000000000014,0.03849751243781096,0.023627525136179443,0.9027132730383769,0.02028843803471034,0.04033243705695429,0.036665851869958445,0.04224790753288163,0.9013551215623754,0.023913909924272617,0.03248306098047031,0.04948045522018803,0.06679861454725383,0.8396833250865908,0.04403760514596734,0.022227965882657016,0.07185319203928664,0.009821659343499612,0.8960971827345567,0.8166288643119628,0.2216273399831358,0.4045531279642221,0.03191477266356707,0.1585336237010378,2.0,1.9335853350018575,0.6473349058912735
52,P25,Slow,guided,0.26170212765957446,0.2628936170212766,0.1876595744680851,0.2877446808510638,12.3,12.356000000000002,8.82,13.523999999999997,0.012,0.2480000000000002,0.045555555555555585,0.033494867858218334,0.012,0.21600000000000016,0.039225396825396844,0.023038063522663455,0.012,0.12000000000000008,0.028543689320388352,0.014694809002897375,0.012,0.1520000000000001,0.040250000000000015,0.024510141244177372,0.9121951219512195,0.018211382113821138,0.04780487804878049,0.021788617886178863,0.03140174813855617,0.8980252508902558,0.019423761735189383,0.051149239235998706,0.039473684210526314,0.0499092558983666,0.8602540834845736,0.050362976406533574,0.025140490979000295,0.04406980183377699,0.030168589174800354,0.9006211180124224,0.775628884129783,0.26377977841921624,0.2267606661819732,0.05431735613287901,0.2307710833957146,2.0,1.9829383227898787,0.639500779622485
53,P25,Slow,self-guided,0.26626666666666665,0.2919333333333333,0.14493333333333333,0.29686666666666667,15.976,17.516,8.696,17.812,0.012,0.2640000000000002,0.04726627218934914,0.03558114467688794,0.012,0.1400000000000001,0.037427350427350445,0.022578567948091908,0.008,0.07600000000000004,0.027090342679127726,0.011389230862237797,0.012,0.18800000000000014,0.03958222222222224,0.024952998384864745,0.9153730595893841,0.023535302954431646,0.03630445668502754,0.024787180771156735,0.03425439598081754,0.8931262845398493,0.021009362868234755,0.05160995661109843,0.02991256327657616,0.05982512655315232,0.8527381500230097,0.05752416014726185,0.0273972602739726,0.0547945205479452,0.01886368740175163,0.8989445317763306,0.7887769097086822,0.2473555609171815,0.2517866944089503,0.03950291134615971,0.25013174303639074,2.0,1.9508823357833387,0.6396281537924869
54,P25,Start,guided,0.2574468085106383,0.3818723404255319,0.23693617021276595,0.12374468085106383,12.1,17.948,11.136,5.816,0.012,0.17600000000000013,0.03890675241157558,0.02560322376079098,0.012,0.21200000000000016,0.04877173913043481,0.035384411717981144,0.012,0.1360000000000001,0.03209221902017292,0.01738370572573486,0.012,0.11600000000000008,0.028935323383084584,0.014654929587474367,0.8971900826446281,0.037024793388429754,0.03834710743801653,0.02743801652892562,0.028756130182790905,0.9181899242086491,0.03901025412394115,0.014043691484618814,0.039511494252873564,0.0653735632183908,0.8753591954022989,0.019755747126436782,0.04883081155433287,0.05089408528198074,0.03851444291609354,0.8617606602475929,0.7696173763438515,0.2498603234215016,0.38065747601115485,0.10482265808611294,0.03427691882508209,2.0,1.8996045740744563,0.6362783130375397
55,P25,Start,self-guided,0.28452173913043477,0.350695652173913,0.2105217391304348,0.1542608695652174,13.088,16.131999999999998,9.684,7.096,0.012,0.20000000000000015,0.04221935483870969,0.029345169623447905,0.012,0.19600000000000015,0.04963692307692309,0.032653762036677046,0.012,0.12400000000000008,0.03260606060606061,0.017658460938890855,0.012,0.10400000000000006,0.03098689956331879,0.01496501899243904,0.9055334760012229,0.037297462549679,0.02965453989605625,0.027514521553041883,0.02851475328539549,0.9194148276717085,0.03570543020084305,0.016364988842053063,0.040479140850888065,0.05204460966542751,0.8773234200743495,0.030152829409334985,0.05411499436302142,0.04340473506200677,0.03156708004509583,0.870913190529876,0.767659994482374,0.24349755396076506,0.3752687279215732,0.10371402311254072,0.045179689487495,2.0,1.9353155444126813,0.6248817974716182
56,P25,Fitness,guided,0.2694054054054054,0.3224864864864865,0.24064864864864866,0.16745945945945945,9.968,11.932,8.904,6.196,0.012,0.22000000000000017,0.04862439024390246,0.037328343906133064,0.012,0.19200000000000014,0.04502641509433965,0.027865500079769293,0.016,0.1520000000000001,0.04141395348837211,0.022988182822620183,0.012,0.11600000000000008,0.030372549019607852,0.014769418303775915,0.9177367576243981,0.02126805778491172,0.023274478330658106,0.0377207062600321,0.03352329869259135,0.911163258464633,0.03419376466644318,0.021119678176332552,0.02336028751123091,0.05211141060197664,0.9034141958670261,0.021114106019766397,0.03359173126614987,0.06201550387596899,0.0355297157622739,0.8688630490956072,0.8029858475745449,0.22442538469619025,0.34448223924661897,0.1843915484448262,0.04968667518690953,2.0,1.9625383799731995,0.5999314765347575
57,P25,Fitness,self-guided,0.24426666666666666,0.31626666666666664,0.24646666666666667,0.193,14.656,18.976,14.788,11.58,0.012,0.17600000000000013,0.04116853932584271,0.026809035855181546,0.012,0.19200000000000014,0.04312727272727275,0.02777772459131733,0.012,0.20000000000000015,0.041774011299435046,0.025557176449879374,0.008,0.09200000000000005,0.028877805486284297,0.013483805051816107,0.9028384279475983,0.02074235807860262,0.027565502183406112,0.048853711790393016,0.03626396795277251,0.9074425469112376,0.02719797596457938,0.0290955091714105,0.019204760616716256,0.053827427644035704,0.9042466865025697,0.022721125236678387,0.03903281519861831,0.056649395509499136,0.04283246977547496,0.8614853195164076,0.7983538155851629,0.17807473177206998,0.3902238353629652,0.17160392553250933,0.0584513229176185,2.0,1.978007464110643,0.6342224425472285
