,name,activity,imagining,probability_A,probability_B,probability_C,probability_D,time_A,time_B,time_C,time_D,A_min,A_max,A_mean,A_std,B_min,B_max,B_mean,B_std,C_min,C_max,C_mean,C_std,D_min,D_max,D_mean,D_std,P_A_A,P_A_B,P_A_C,P_A_D,P_B_A,P_B_B,P_B_C,P_B_D,P_C_A,P_C_B,P_C_C,P_C_D,P_D_A,P_D_B,P_D_C,P_D_D,GEV_total,GEV_A,GEV_B,GEV_C,GEV_D,max_entropy,entropy,mc_entropy
192,P03,Successful,guided,0.406,0.08305263157894736,0.2808421052631579,0.23010526315789473,15.428000000000003,3.156,10.672,8.744,0.012,0.36000000000000026,0.07142592592592598,0.0619214262719301,0.012,0.35200000000000026,0.03802409638554219,0.04215118398017394,0.012,0.25200000000000017,0.04373770491803282,0.030749064567589378,0.012,0.25200000000000017,0.0418373205741627,0.034033368715455044,0.9439979258491055,0.0049261083743842365,0.030852994555353903,0.02022297122115634,0.019011406844106463,0.8948035487959443,0.032953105196451206,0.053231939163498096,0.05209895052473763,0.005997001499250375,0.9085457271364318,0.03335832083958021,0.028375286041189933,0.021967963386727688,0.044851258581235696,0.9048054919908467,0.7022318078312956,0.3010038402054999,0.09856581800075102,0.13506078523778717,0.16760136438725745,2.0,1.828416012611461,0.5031306282121377
193,P03,Successful,self-guided,0.1666,0.18613333333333335,0.3284666666666667,0.3188,9.996,11.168,19.708,19.128,0.012,0.2640000000000002,0.043460869565217414,0.035746763175212484,0.012,0.20000000000000015,0.04328682170542637,0.031061627614365026,0.012,0.3960000000000003,0.05882985074626868,0.045832312836881,0.012,0.25200000000000017,0.05592982456140354,0.03901710210528673,0.9079631852741097,0.046418567426970786,0.023209283713485393,0.022408963585434174,0.039040114613180514,0.9075931232091691,0.025071633237822348,0.02829512893982808,0.010351126446113253,0.01562817130099452,0.9320073066774913,0.042013395575400854,0.014641288433382138,0.013595482116711985,0.04308722024681029,0.9286760092030956,0.7542452784664541,0.17062968389476557,0.17673842239597684,0.173235521396962,0.23364165077874965,2.0,1.9356006699966617,0.502973711668355
194,P03,Training,guided,0.20724324324324325,0.17027027027027028,0.3387027027027027,0.28378378378378377,7.668,6.3,12.532,10.5,0.012,0.17600000000000013,0.0440689655172414,0.029112462514230743,0.012,0.5560000000000004,0.06176470588235297,0.06280145753126083,0.016,0.2680000000000002,0.06923756906077352,0.0453647455137467,0.012,0.2480000000000002,0.056451612903225847,0.04199808396270396,0.9097077244258872,0.01722338204592902,0.0360125260960334,0.037056367432150315,0.02412698412698413,0.9352380952380952,0.01650793650793651,0.02412698412698413,0.025215448451962975,0.008298755186721992,0.942227896584743,0.024257899776571976,0.021714285714285714,0.01638095238095238,0.03276190476190476,0.9291428571428572,0.8216480489389719,0.06101685092387054,0.33190644560159294,0.1366907048694245,0.29203404754408385,2.0,1.9501510710994538,0.4668161709501825
195,P03,Training,self-guided,0.3152,0.1808,0.21426666666666666,0.28973333333333334,18.912,10.848,12.856,17.384,0.012,0.46400000000000036,0.07245977011494256,0.06155509719553497,0.016,0.3800000000000003,0.07090196078431378,0.05388389414697968,0.012,0.3080000000000002,0.05638596491228074,0.036430060069954945,0.012,0.3040000000000002,0.07009677419354844,0.04746058115729015,0.9449968267400042,0.01713560397715253,0.016077850645229534,0.021789718637613708,0.025811209439528023,0.9435840707964602,0.015486725663716814,0.015117994100294985,0.02551337896701929,0.013067828251400125,0.9290603609209708,0.03235843186060983,0.025080533824206167,0.006902899217671422,0.025080533824206167,0.9429360331339163,0.8599144386491229,0.38857187740289445,0.2979778188584635,0.05296754497839474,0.12039719740937017,2.0,1.9651704599920228,0.4130876074498975
196,P03,Slow,guided,0.38263829787234044,0.08161702127659574,0.2825531914893617,0.2531914893617021,17.984,3.836,13.28,11.899999999999999,0.012,0.36000000000000026,0.06838022813688216,0.05157806211174195,0.012,0.2480000000000002,0.04262222222222224,0.03861219662742673,0.012,0.18800000000000014,0.0504942965779468,0.03154595545983701,0.012,0.32400000000000023,0.05458715596330278,0.046184156902472434,0.9415035587188612,0.00556049822064057,0.034030249110320286,0.018905693950177938,0.025052192066805846,0.907098121085595,0.024008350730688934,0.04384133611691023,0.046686746987951805,0.0051204819277108436,0.9207831325301205,0.027409638554216867,0.02823529411764706,0.016134453781512605,0.028907563025210085,0.9267226890756303,0.8324679298964628,0.23329684758595903,0.15842222932151506,0.11092663759767815,0.32982221539131057,2.0,1.8423191728465802,0.4649471819881542
197,P03,Slow,self-guided,0.2796666666666667,0.199,0.2328,0.2885333333333333,16.78,11.94,13.968,17.312,0.012,0.2640000000000002,0.06962655601659756,0.050042404841592635,0.008,0.5760000000000004,0.05796116504854371,0.061786654909100396,0.012,0.3720000000000003,0.05609638554216871,0.04295125128486593,0.008,0.3880000000000003,0.061608540925266936,0.05615309967587884,0.9425506555423123,0.0066746126340882,0.0367103694874851,0.014064362336114421,0.010385259631490788,0.9309882747068676,0.009380234505862646,0.04924623115577889,0.03923253150057274,0.010595647193585338,0.9286941580756014,0.02147766323024055,0.016639704183036747,0.03258608735844696,0.01548416917032586,0.9352900392881904,0.9004125020011506,0.09218034383543897,0.3426082029580447,0.04582222473360157,0.41980173047406544,2.0,1.984527150972724,0.43436525111991453
198,P03,Start,guided,0.36417021276595746,0.09770212765957446,0.19761702127659575,0.3405106382978723,17.116,4.592,9.288,16.003999999999998,0.012,0.32000000000000023,0.053823899371069205,0.043248519019424524,0.012,0.12800000000000009,0.034014814814814824,0.022257078835710684,0.012,0.16000000000000011,0.03730120481927712,0.022308030649973075,0.012,0.2760000000000002,0.0569537366548043,0.04244286083919591,0.9256835709277869,0.007712082262210797,0.030848329048843187,0.03575601776115915,0.0313588850174216,0.882404181184669,0.04790940766550523,0.03832752613240418,0.050387596899224806,0.020671834625323,0.8927648578811369,0.03617571059431524,0.041,0.0135,0.0155,0.93,0.7602517912768452,0.323843319317962,0.05576047719058211,0.08202161749796859,0.29862637727033237,2.0,1.8500480710711118,0.5318898841130857
199,P03,Start,self-guided,0.2736521739130435,0.092,0.2778260869565217,0.3565217391304348,12.588,4.232,12.78,16.4,0.012,0.21600000000000016,0.04432394366197185,0.03238425745522668,0.012,0.23200000000000018,0.04030476190476193,0.03472535064364743,0.012,0.25200000000000017,0.046985294117647076,0.039366674711672996,0.016,0.32000000000000023,0.06890756302521012,0.053640413648797486,0.9097553225293931,0.016205910390848427,0.04035589450270099,0.033682872577057515,0.05198487712665406,0.9007561436672968,0.030245746691871456,0.017013232514177693,0.03600500939261114,0.013149655604257984,0.9151534126487163,0.035691922354414526,0.027804878048780488,0.002926829268292683,0.027317073170731707,0.9419512195121951,0.7432012104958783,0.17555219925905105,0.1083527349717862,0.18207000675690915,0.2772262695081319,2.0,1.8721347006653555,0.5032991176874727
200,P03,Fitness,guided,0.17913513513513513,0.19589189189189188,0.31145945945945946,0.31351351351351353,6.628,7.247999999999999,11.524,11.6,0.012,0.23600000000000018,0.03641758241758243,0.028036109343529275,0.012,0.4280000000000003,0.04474074074074076,0.04699613269557609,0.012,0.2920000000000002,0.05567149758454109,0.042289642056814285,0.012,0.18400000000000014,0.050434782608695675,0.03654732023359703,0.8907004830917874,0.05495169082125604,0.02355072463768116,0.030797101449275364,0.04359823399558499,0.9105960264900662,0.02207505518763797,0.023730684326710817,0.015619576535925026,0.009024644220756682,0.9281499479347449,0.047205831308573414,0.02,0.015517241379310345,0.04379310344827586,0.9206896551724137,0.702860251804146,0.10698865338638956,0.1883907823252014,0.21048352899749315,0.19699728709506195,2.0,1.9539087843113645,0.5350876716105145
201,P03,Fitness,self-guided,0.2104,0.12293333333333334,0.34386666666666665,0.3228,12.624,7.376,20.632,19.368,0.012,0.20000000000000015,0.039573667711598766,0.028431406693090175,0.012,1.1200000000000008,0.04214857142857144,0.08828085497491545,0.012,0.3080000000000002,0.05591327913279136,0.041753348045242174,0.016,0.35200000000000026,0.06413245033112586,0.0509926206187919,0.8989226869455006,0.030418250950570342,0.039923954372623575,0.03073510773130545,0.04772234273318872,0.9050976138828634,0.02386117136659436,0.023318872017353578,0.029468786351298952,0.010663047692904227,0.9284606436603334,0.031407522295463355,0.01611237347655443,0.004957653377401363,0.041107209254286306,0.9378227638917579,0.7617759976785844,0.11512274488795878,0.18515966232346956,0.21452479921499132,0.24696879125216473,2.0,1.9010642957910195,0.5019734098203722
